teryt_pow,kat_wiek,total,males,females
0406,30 - 34,2892.0,1509,1383
0406,35 - 39,3097.0,1571,1526
0406,40 - 44,3102.0,1586,1516
0406,45 - 49,3002.0,1538,1464
0406,50 - 54,2562.0,1306,1256
0406,55 - 59,2582.0,1308,1274
0406,60 - 64,2679.0,1372,1307
0406,65 - 69,2233.0,1067,1166
0406,70 - 74,1739.0,809,930
0406,75 - 79,800.0,309,491
0406,80 - 84,664.0,222,442
0406,85 i więcej,571.0,148,423
0407,0 - 4,6718.0,3390,3328
0407,5 - 9,7077.0,3641,3436
0407,10 - 14,8175.0,4165,4010
0407,15 - 19,7363.0,3725,3638
0407,20 - 24,8192.0,4174,4018
0407,25 - 29,10148.0,5246,4902
0407,30 - 34,11127.0,5830,5297
0407,35 - 39,12900.0,6682,6218
0407,40 - 44,12346.0,6318,6028
0407,45 - 49,11460.0,5762,5698
0407,50 - 54,10060.0,4937,5123
0407,55 - 59,10493.0,4984,5509
0407,60 - 64,11908.0,5555,6353
0407,65 - 69,10617.0,4833,5784
0407,70 - 74,8599.0,3555,5044
0407,75 - 79,4246.0,1630,2616
0407,80 - 84,3208.0,1032,2176
0407,85 i więcej,2884.0,742,2142
0408,0 - 4,3068.0,1605,1463
0408,5 - 9,3395.0,1773,1622
0408,10 - 14,3920.0,2006,1914
0408,15 - 19,3340.0,1733,1607
0408,20 - 24,4264.0,2199,2065
0408,25 - 29,5012.0,2651,2361
0408,30 - 34,4836.0,2553,2283
0408,35 - 39,5057.0,2635,2422
0408,40 - 44,4892.0,2517,2375
0408,45 - 49,4583.0,2360,2223
0408,50 - 54,4125.0,2079,2046
0408,55 - 59,4052.0,2051,2001
0408,60 - 64,4348.0,2119,2229
0408,65 - 69,3787.0,1805,1982
0408,70 - 74,2768.0,1180,1588
0408,75 - 79,1466.0,582,884
0408,80 - 84,1149.0,376,773
0408,85 i więcej,1151.0,251,900
0409,0 - 4,2149.0,1132,1017
0409,5 - 9,2146.0,1085,1061
0409,10 - 14,2479.0,1250,1229
0409,15 - 19,2193.0,1120,1073
0409,20 - 24,2648.0,1353,1295
0409,25 - 29,3022.0,1545,1477
0409,30 - 34,3298.0,1718,1580
0409,35 - 39,3614.0,1845,1769
0409,40 - 44,3419.0,1768,1651
0409,45 - 49,3208.0,1635,1573
0409,50 - 54,2792.0,1407,1385
0409,55 - 59,2938.0,1421,1517
0409,60 - 64,3300.0,1581,1719
0409,65 - 69,2878.0,1366,1512
0409,70 - 74,2322.0,986,1336
0409,75 - 79,1186.0,455,731
0409,80 - 84,884.0,295,589
0409,85 i więcej,791.0,177,614
0410,0 - 4,4100.0,2156,1944
0410,5 - 9,4558.0,2364,2194
0410,10 - 14,5186.0,2708,2478
0410,15 - 19,4651.0,2340,2311
0410,20 - 24,4960.0,2554,2406
0410,25 - 29,5955.0,3102,2853
0410,30 - 34,6355.0,3296,3059
0410,35 - 39,7201.0,3687,3514
0410,40 - 44,6409.0,3323,3086
0410,45 - 49,6046.0,3026,3020
0410,50 - 54,5298.0,2646,2652
0410,55 - 59,5248.0,2655,2593
0410,60 - 64,5921.0,2904,3017
0410,65 - 69,5184.0,2433,2751
0410,70 - 74,4093.0,1796,2297
0410,75 - 79,1887.0,724,1163
0410,80 - 84,1472.0,491,981
0410,85 i więcej,1342.0,340,1002
0411,0 - 4,1708.0,908,800
0411,5 - 9,1833.0,950,883
0411,10 - 14,2048.0,1006,1042
0411,15 - 19,1795.0,939,856
0411,20 - 24,2282.0,1179,1103
0411,25 - 29,2995.0,1528,1467
0411,30 - 34,2833.0,1507,1326
0411,35 - 39,2907.0,1539,1368
0411,40 - 44,2813.0,1498,1315
0411,45 - 49,2823.0,1419,1404
0411,50 - 54,2644.0,1307,1337
0411,55 - 59,2724.0,1385,1339
0411,60 - 64,2952.0,1454,1498
0411,65 - 69,2527.0,1245,1282
0411,70 - 74,1981.0,863,1118
0411,75 - 79,1096.0,422,674
0411,80 - 84,919.0,302,617
0411,85 i więcej,883.0,239,644
0412,0 - 4,2026.0,1017,1009
0412,5 - 9,2213.0,1170,1043
0412,10 - 14,2543.0,1295,1248
0412,15 - 19,2262.0,1174,1088
0412,20 - 24,2536.0,1318,1218
0412,25 - 29,3162.0,1635,1527
0412,30 - 34,3033.0,1578,1455
0412,35 - 39,3220.0,1665,1555
0412,40 - 44,3235.0,1649,1586
0412,45 - 49,2920.0,1479,1441
0412,50 - 54,2617.0,1307,1310
0412,55 - 59,2766.0,1416,1350
0412,60 - 64,3126.0,1537,1589
0412,65 - 69,2687.0,1246,1441
0412,70 - 74,2070.0,892,1178
0412,75 - 79,1054.0,418,636
0412,80 - 84,844.0,284,560
0412,85 i więcej,876.0,204,672
0413,0 - 4,1886.0,961,925
0413,5 - 9,2036.0,1085,951
0413,10 - 14,2584.0,1353,1231
0413,15 - 19,2107.0,1079,1028
0413,20 - 24,2490.0,1275,1215
0413,25 - 29,2855.0,1498,1357
0413,30 - 34,3089.0,1618,1471
0413,35 - 39,3214.0,1663,1551
0413,40 - 44,2988.0,1515,1473
0413,45 - 49,2791.0,1426,1365
0413,50 - 54,2337.0,1174,1163
0413,55 - 59,2503.0,1248,1255
0413,60 - 64,2917.0,1468,1449
0413,65 - 69,2477.0,1202,1275
0413,70 - 74,1927.0,856,1071
0413,75 - 79,925.0,386,539
0413,80 - 84,788.0,270,518
0413,85 i więcej,771.0,199,572
0414,0 - 4,4729.0,2399,2330
0414,5 - 9,5070.0,2594,2476
0414,10 - 14,5842.0,3049,2793
0414,15 - 19,4969.0,2521,2448
0414,20 - 24,5512.0,2817,2695
0414,25 - 29,6659.0,3410,3249
0414,30 - 34,7063.0,3648,3415
0414,35 - 39,8119.0,4092,4027
0414,40 - 44,7644.0,3888,3756
0414,45 - 49,7019.0,3584,3435
0414,50 - 54,6107.0,3082,3025
0414,55 - 59,6025.0,2982,3043
0414,60 - 64,6970.0,3393,3577
0414,65 - 69,6283.0,2928,3355
0414,70 - 74,4865.0,2112,2753
0414,75 - 79,2207.0,885,1322
0414,80 - 84,1762.0,603,1159
0414,85 i więcej,1476.0,404,1072
0415,0 - 4,5854.0,3005,2849
0415,5 - 9,6254.0,3250,3004
0415,10 - 14,7331.0,3744,3587
0415,15 - 19,6514.0,3397,3117
0415,20 - 24,6509.0,3300,3209
0415,25 - 29,7317.0,3684,3633
0415,30 - 34,8038.0,3968,4070
0415,35 - 39,9450.0,4680,4770
0415,40 - 44,9566.0,4836,4730
0415,45 - 49,8692.0,4326,4366
0415,50 - 54,6670.0,3377,3293
0415,55 - 59,6261.0,3128,3133
0415,60 - 64,6762.0,3325,3437
0415,65 - 69,5926.0,2820,3106
0415,70 - 74,4082.0,1808,2274
0415,75 - 79,1962.0,797,1165
0415,80 - 84,1490.0,508,982
0415,85 i więcej,1375.0,332,1043
0416,0 - 4,2533.0,1330,1203
0416,5 - 9,2562.0,1337,1225
0416,10 - 14,2919.0,1491,1428
0416,15 - 19,2785.0,1495,1290
0416,20 - 24,2912.0,1485,1427
0416,25 - 29,3164.0,1591,1573
0416,30 - 34,3590.0,1909,1681
0416,35 - 39,3804.0,2034,1770
0416,40 - 44,3455.0,1771,1684
0416,45 - 49,3142.0,1559,1583
0416,50 - 54,2886.0,1459,1427
0416,55 - 59,3010.0,1505,1505
0416,60 - 64,3498.0,1747,1751
0416,65 - 69,2964.0,1417,1547
0416,70 - 74,2253.0,1020,1233
0416,75 - 79,1025.0,411,614
0416,80 - 84,907.0,325,582
0416,85 i więcej,794.0,199,595
0417,0 - 4,1568.0,797,771
0417,5 - 9,1728.0,875,853
0417,10 - 14,1963.0,979,984
0417,15 - 19,1583.0,824,759
0417,20 - 24,2028.0,1042,986
0417,25 - 29,2456.0,1251,1205
0417,30 - 34,2363.0,1218,1145
0417,35 - 39,2642.0,1345,1297
0417,40 - 44,2546.0,1334,1212
0417,45 - 49,2432.0,1262,1170
0417,50 - 54,2167.0,1119,1048
0417,55 - 59,2160.0,1100,1060
0417,60 - 64,2305.0,1095,1210
0417,65 - 69,2124.0,1040,1084
0417,70 - 74,1662.0,728,934
0417,75 - 79,805.0,304,501
0417,80 - 84,630.0,205,425
0417,85 i więcej,675.0,176,499
0418,0 - 4,3594.0,1858,1736
0418,5 - 9,3947.0,2043,1904
0418,10 - 14,4653.0,2360,2293
0418,15 - 19,4334.0,2236,2098
0418,20 - 24,5121.0,2648,2473
0418,25 - 29,6115.0,3154,2961
0418,30 - 34,6060.0,3175,2885
0418,35 - 39,6244.0,3267,2977
0418,40 - 44,6339.0,3243,3096
0418,45 - 49,6418.0,3267,3151
0418,50 - 54,5909.0,2980,2929
0418,55 - 59,5632.0,2874,2758
0418,60 - 64,6174.0,3107,3067
0418,65 - 69,5222.0,2538,2684
0418,70 - 74,4123.0,1784,2339
0418,75 - 79,2122.0,821,1301
0418,80 - 84,1724.0,584,1140
0418,85 i więcej,1689.0,419,1270
0419,0 - 4,3356.0,1734,1622
0419,5 - 9,3479.0,1782,1697
0419,10 - 14,4000.0,2007,1993
0419,15 - 19,3469.0,1790,1679
0419,20 - 24,3944.0,2059,1885
0419,25 - 29,4698.0,2404,2294
0419,30 - 34,4921.0,2546,2375
0419,35 - 39,5589.0,2905,2684
0419,40 - 44,5432.0,2796,2636
0419,45 - 49,5018.0,2605,2413
0419,50 - 54,4148.0,2097,2051
0419,55 - 59,4236.0,2084,2152
0419,60 - 64,4938.0,2339,2599
0419,65 - 69,4717.0,2186,2531
0419,70 - 74,3689.0,1657,2032
0419,75 - 79,1682.0,653,1029
0419,80 - 84,1243.0,457,786
0419,85 i więcej,1104.0,312,792
0661,0 - 4,2818.0,1422,1396
0661,5 - 9,2802.0,1441,1361
0661,10 - 14,3004.0,1561,1443
0661,15 - 19,2725.0,1380,1345
0661,20 - 24,2941.0,1454,1487
0661,25 - 29,3401.0,1725,1676
0661,30 - 34,4521.0,2446,2075
0661,35 - 39,4774.0,2465,2309
0661,40 - 44,4306.0,2168,2138
0661,45 - 49,3927.0,1935,1992
0661,50 - 54,3332.0,1589,1743
0661,55 - 59,3567.0,1607,1960
0661,60 - 64,4367.0,1902,2465
0661,65 - 69,4197.0,1724,2473
0661,70 - 74,2823.0,1185,1638
0661,75 - 79,1362.0,574,788
0661,80 - 84,995.0,347,648
0661,85 i więcej,898.0,232,666
0662,0 - 4,2248.0,1169,1079
0662,5 - 9,2455.0,1254,1201
0662,10 - 14,2906.0,1472,1434
0662,15 - 19,2625.0,1355,1270
0662,20 - 24,2785.0,1423,1362
0662,25 - 29,3581.0,1880,1701
0662,30 - 34,4277.0,2224,2053
0662,35 - 39,4903.0,2515,2388
0662,40 - 44,4749.0,2380,2369
0662,45 - 49,4323.0,2126,2197
0662,50 - 54,3755.0,1750,2005
0662,55 - 59,4062.0,1836,2226
0662,60 - 64,4870.0,2063,2807
0662,65 - 69,4969.0,2044,2925
0662,70 - 74,3677.0,1452,2225
0662,75 - 79,1884.0,710,1174
0662,80 - 84,1362.0,447,915
0662,85 i więcej,1307.0,335,972
0663,0 - 4,17616.0,9125,8491
0663,5 - 9,16326.0,8288,8038
0663,10 - 14,16292.0,8229,8063
0663,15 - 19,14214.0,7126,7088
0663,20 - 24,14665.0,7181,7484
0663,25 - 29,17227.0,8531,8696
0663,30 - 34,27595.0,13180,14415
0663,35 - 39,30600.0,15000,15600
0663,40 - 44,27123.0,13296,13827
0663,45 - 49,24275.0,11690,12585
0663,50 - 54,19526.0,9304,10222
0663,55 - 59,19062.0,8761,10301
0663,60 - 64,22402.0,9733,12669
0663,65 - 69,23514.0,9655,13859
0663,70 - 74,18909.0,7299,11610
0663,75 - 79,11557.0,4121,7436
0663,80 - 84,8682.0,2962,5720
0663,85 i więcej,8203.0,2302,5901
0664,0 - 4,2554.0,1304,1250
0664,5 - 9,2766.0,1372,1394
0664,10 - 14,2999.0,1501,1498
0664,15 - 19,3056.0,1537,1519
0664,20 - 24,3030.0,1556,1474
0664,25 - 29,3601.0,1828,1773
0664,30 - 34,4436.0,2227,2209
0664,35 - 39,5414.0,2790,2624
0664,40 - 44,4871.0,2482,2389
0664,45 - 49,4069.0,1985,2084
0664,50 - 54,3690.0,1687,2003
0664,55 - 59,3946.0,1762,2184
0664,60 - 64,5131.0,2214,2917
0664,65 - 69,4879.0,2111,2768
0664,70 - 74,3382.0,1370,2012
0664,75 - 79,1881.0,719,1162
0664,80 - 84,1411.0,476,935
0664,85 i więcej,1252.0,330,922
0601,0 - 4,5221.0,2741,2480
0601,5 - 9,5616.0,2925,2691
0601,10 - 14,6239.0,3171,3068
0601,15 - 19,5820.0,2967,2853
0601,20 - 24,7029.0,3610,3419
0601,25 - 29,8293.0,4284,4009
0601,30 - 34,7852.0,4168,3684
0601,35 - 39,8132.0,4424,3708
0601,40 - 44,7822.0,4088,3734
0601,45 - 49,7531.0,3976,3555
0601,50 - 54,7013.0,3556,3457
0601,55 - 59,6832.0,3482,3350
0601,60 - 64,7175.0,3600,3575
0601,65 - 69,6164.0,2927,3237
0601,70 - 74,4811.0,1996,2815
0601,75 - 79,2839.0,986,1853
0601,80 - 84,2532.0,807,1725
0601,85 i więcej,2581.0,738,1843
0602,0 - 4,4296.0,2194,2102
0602,5 - 9,4593.0,2398,2195
0602,10 - 14,5330.0,2722,2608
0602,15 - 19,5210.0,2712,2498
0602,20 - 24,5865.0,3079,2786
0602,25 - 29,6805.0,3474,3331
0602,30 - 34,7096.0,3829,3267
0602,35 - 39,8076.0,4243,3833
0602,40 - 44,7759.0,3948,3811
0602,45 - 49,6985.0,3640,3345
0602,50 - 54,6013.0,3086,2927
0602,55 - 59,6384.0,3216,3168
0602,60 - 64,6889.0,3373,3516
0602,65 - 69,6119.0,2784,3335
0602,70 - 74,4910.0,2110,2800
0602,75 - 79,2674.0,1028,1646
0602,80 - 84,2412.0,773,1639
0602,85 i więcej,2390.0,591,1799
0603,0 - 4,3259.0,1644,1615
0603,5 - 9,3701.0,1837,1864
0603,10 - 14,4352.0,2238,2114
0603,15 - 19,3870.0,1971,1899
0603,20 - 24,4597.0,2352,2245
0603,25 - 29,5605.0,2930,2675
0603,30 - 34,5730.0,3068,2662
0603,35 - 39,6130.0,3241,2889
0603,40 - 44,6010.0,3153,2857
0603,45 - 49,5471.0,2848,2623
0603,50 - 54,4791.0,2395,2396
0603,55 - 59,4854.0,2486,2368
0603,60 - 64,5377.0,2653,2724
0603,65 - 69,4758.0,2313,2445
0603,70 - 74,3479.0,1500,1979
0603,75 - 79,1918.0,697,1221
0603,80 - 84,1558.0,436,1122
0603,85 i więcej,1754.0,404,1350
0604,0 - 4,2185.0,1152,1033
0604,5 - 9,2596.0,1312,1284
0604,10 - 14,3079.0,1579,1500
0604,15 - 19,2789.0,1430,1359
0604,20 - 24,3584.0,1846,1738
0604,25 - 29,4341.0,2270,2071
0604,30 - 34,4087.0,2189,1898
0604,35 - 39,4712.0,2514,2198
0604,40 - 44,4517.0,2394,2123
0604,45 - 49,4210.0,2163,2047
0604,50 - 54,3875.0,1990,1885
0604,55 - 59,4051.0,1967,2084
0604,60 - 64,4597.0,2246,2351
0604,65 - 69,4225.0,1968,2257
0604,70 - 74,3391.0,1410,1981
0604,75 - 79,1938.0,720,1218
0604,80 - 84,1604.0,546,1058
0604,85 i więcej,1663.0,445,1218
0605,0 - 4,1907.0,966,941
0605,5 - 9,1981.0,967,1014
0605,10 - 14,2339.0,1208,1131
0605,15 - 19,2340.0,1223,1117
0605,20 - 24,2719.0,1413,1306
0605,25 - 29,3383.0,1785,1598
0605,30 - 34,2978.0,1599,1379
0605,35 - 39,3239.0,1734,1505
0605,40 - 44,3348.0,1700,1648
0605,45 - 49,3248.0,1683,1565
0605,50 - 54,2952.0,1570,1382
0605,55 - 59,2964.0,1509,1455
0605,60 - 64,2994.0,1498,1496
0605,65 - 69,2641.0,1253,1388
0605,70 - 74,2248.0,967,1281
0605,75 - 79,1372.0,563,809
0605,80 - 84,1186.0,393,793
0605,85 i więcej,1072.0,261,811
0606,0 - 4,2381.0,1220,1161
0606,5 - 9,2583.0,1263,1320
0606,10 - 14,2903.0,1517,1386
0606,15 - 19,2841.0,1521,1320
0606,20 - 24,3399.0,1772,1627
0606,25 - 29,4171.0,2182,1989
0606,30 - 34,4067.0,2126,1941
0606,35 - 39,4702.0,2466,2236
0606,40 - 44,4817.0,2528,2289
0606,45 - 49,4309.0,2267,2042
0606,50 - 54,3721.0,1859,1862
0606,55 - 59,3824.0,1870,1954
0606,60 - 64,4565.0,2233,2332
0606,65 - 69,4563.0,2067,2496
0606,70 - 74,3480.0,1433,2047
0606,75 - 79,2195.0,826,1369
0606,80 - 84,1757.0,572,1185
0606,85 i więcej,1887.0,506,1381
0607,0 - 4,3702.0,1858,1844
0607,5 - 9,3999.0,2050,1949
0607,10 - 14,4821.0,2432,2389
0607,15 - 19,4587.0,2385,2202
0607,20 - 24,5257.0,2720,2537
0607,25 - 29,6345.0,3341,3004
0607,30 - 34,6416.0,3351,3065
0607,35 - 39,7331.0,3747,3584
0607,40 - 44,7365.0,3806,3559
0607,45 - 49,6577.0,3301,3276
0607,50 - 54,5823.0,2929,2894
0607,55 - 59,5869.0,2916,2953
0607,60 - 64,6589.0,3160,3429
0607,65 - 69,6415.0,2937,3478
0607,70 - 74,4842.0,2036,2806
0607,75 - 79,2948.0,1098,1850
0607,80 - 84,2600.0,865,1735
0607,85 i więcej,2536.0,705,1831
0608,0 - 4,3889.0,1986,1903
0608,5 - 9,4393.0,2248,2145
0608,10 - 14,4994.0,2482,2512
0608,15 - 19,4460.0,2318,2142
0608,20 - 24,4966.0,2543,2423
0608,25 - 29,6131.0,3145,2986
0608,30 - 34,6267.0,3265,3002
0608,35 - 39,7065.0,3685,3380
0608,40 - 44,6775.0,3520,3255
0608,45 - 49,6173.0,3200,2973
0608,50 - 54,5438.0,2800,2638
0608,55 - 59,5234.0,2586,2648
0608,60 - 64,5697.0,2695,3002
0608,65 - 69,5515.0,2551,2964
0608,70 - 74,4197.0,1743,2454
0608,75 - 79,2489.0,933,1556
0608,80 - 84,1880.0,583,1297
0608,85 i więcej,1927.0,417,1510
0609,0 - 4,7840.0,4039,3801
0609,5 - 9,8210.0,4189,4021
0609,10 - 14,9632.0,4939,4693
0609,15 - 19,8540.0,4419,4121
0609,20 - 24,9237.0,4795,4442
0609,25 - 29,10519.0,5342,5177
0609,30 - 34,10918.0,5617,5301
0609,35 - 39,12615.0,6452,6163
0609,40 - 44,12674.0,6406,6268
0609,45 - 49,12085.0,6059,6026
0609,50 - 54,10149.0,5182,4967
0609,55 - 59,9144.0,4552,4592
0609,60 - 64,9556.0,4634,4922
0609,65 - 69,8929.0,4125,4804
0609,70 - 74,6654.0,2832,3822
0609,75 - 79,4076.0,1575,2501
0609,80 - 84,2984.0,984,2000
0609,85 i więcej,2986.0,722,2264
0610,0 - 4,3048.0,1552,1496
0610,5 - 9,3149.0,1583,1566
0610,10 - 14,3183.0,1606,1577
0610,15 - 19,2852.0,1410,1442
0610,20 - 24,3112.0,1607,1505
0610,25 - 29,3998.0,2076,1922
0610,30 - 34,4662.0,2453,2209
0610,35 - 39,5028.0,2626,2402
0610,40 - 44,4445.0,2280,2165
0610,45 - 49,3613.0,1828,1785
0610,50 - 54,3288.0,1600,1688
0610,55 - 59,3792.0,1791,2001
0610,60 - 64,4172.0,2001,2171
0610,65 - 69,3453.0,1612,1841
0610,70 - 74,2294.0,1012,1282
0610,75 - 79,1195.0,473,722
0610,80 - 84,865.0,261,604
0610,85 i więcej,904.0,203,701
0611,0 - 4,5910.0,2947,2963
0611,5 - 9,5978.0,3069,2909
0611,10 - 14,6426.0,3276,3150
0611,15 - 19,5800.0,2974,2826
0611,20 - 24,6806.0,3505,3301
0611,25 - 29,7591.0,4013,3578
0611,30 - 34,7814.0,4175,3639
0611,35 - 39,8101.0,4309,3792
0611,40 - 44,7642.0,4040,3602
0611,45 - 49,6980.0,3610,3370
0611,50 - 54,6128.0,3148,2980
0611,55 - 59,6169.0,3153,3016
0611,60 - 64,6486.0,3156,3330
0611,65 - 69,6007.0,2732,3275
0611,70 - 74,4721.0,1976,2745
0611,75 - 79,2906.0,1150,1756
0611,80 - 84,2165.0,744,1421
0611,85 i więcej,2222.0,602,1620
0612,0 - 4,2541.0,1278,1263
0612,5 - 9,2711.0,1393,1318
0612,10 - 14,3142.0,1618,1524
0612,15 - 19,2562.0,1282,1280
0612,20 - 24,3258.0,1662,1596
0612,25 - 29,4368.0,2267,2101
0612,30 - 34,4120.0,2206,1914
0612,35 - 39,4417.0,2294,2123
0612,40 - 44,4457.0,2299,2158
0612,45 - 49,4078.0,2079,1999
0612,50 - 54,3534.0,1800,1734
0612,55 - 59,3556.0,1771,1785
0612,60 - 64,4043.0,1913,2130
0612,65 - 69,3979.0,1866,2113
0612,70 - 74,3046.0,1284,1762
0612,75 - 79,1786.0,682,1104
0612,80 - 84,1439.0,439,1000
0612,85 i więcej,1316.0,357,959
0613,0 - 4,1535.0,795,740
0613,5 - 9,1701.0,869,832
0613,10 - 14,1785.0,921,864
0613,15 - 19,1685.0,886,799
0613,20 - 24,1985.0,1029,956
0613,25 - 29,2355.0,1241,1114
0613,30 - 34,2386.0,1265,1121
0613,35 - 39,2696.0,1501,1195
0613,40 - 44,2446.0,1311,1135
0613,45 - 49,2306.0,1220,1086
0613,50 - 54,2101.0,1035,1066
0613,55 - 59,2110.0,1094,1016
0613,60 - 64,2408.0,1156,1252
0613,65 - 69,2240.0,1052,1188
0613,70 - 74,1729.0,734,995
0613,75 - 79,1014.0,371,643
0613,80 - 84,810.0,267,543
0613,85 i więcej,812.0,212,600
0614,0 - 4,4608.0,2341,2267
0614,5 - 9,4860.0,2494,2366
0614,10 - 14,5621.0,2906,2715
0614,15 - 19,5825.0,2902,2923
0614,20 - 24,6038.0,3122,2916
0614,25 - 29,6703.0,3520,3183
0614,30 - 34,7227.0,3758,3469
0614,35 - 39,8125.0,4126,3999
0614,40 - 44,8255.0,4210,4045
0614,45 - 49,7911.0,3981,3930
0614,50 - 54,7459.0,3710,3749
0614,55 - 59,7098.0,3410,3688
0614,60 - 64,7713.0,3539,4174
0614,65 - 69,7630.0,3377,4253
0614,70 - 74,6508.0,2528,3980
0614,75 - 79,4271.0,1599,2672
0614,80 - 84,3240.0,1148,2092
0614,85 i więcej,2708.0,778,1930
0615,0 - 4,2793.0,1465,1328
0615,5 - 9,2932.0,1519,1413
0615,10 - 14,3342.0,1738,1604
0615,15 - 19,3105.0,1572,1533
0615,20 - 24,3636.0,1879,1757
0615,25 - 29,4239.0,2235,2004
0615,30 - 34,3963.0,2203,1760
0615,35 - 39,4431.0,2326,2105
0615,40 - 44,4271.0,2285,1986
0615,45 - 49,3885.0,2026,1859
0615,50 - 54,3501.0,1843,1658
0615,55 - 59,3702.0,1826,1876
0615,60 - 64,3966.0,1963,2003
0615,65 - 69,3485.0,1614,1871
0615,70 - 74,2686.0,1146,1540
0615,75 - 79,1548.0,584,964
0615,80 - 84,1297.0,462,835
0615,85 i więcej,1208.0,312,896
0616,0 - 4,2722.0,1383,1339
0616,5 - 9,2704.0,1386,1318
0616,10 - 14,2878.0,1478,1400
0616,15 - 19,2861.0,1556,1305
0616,20 - 24,3185.0,1708,1477
0616,25 - 29,3850.0,1942,1908
0616,30 - 34,3941.0,2246,1695
0616,35 - 39,4201.0,2319,1882
0616,40 - 44,3969.0,2112,1857
0616,45 - 49,3533.0,1856,1677
0616,50 - 54,3282.0,1652,1630
0616,55 - 59,3364.0,1649,1715
0616,60 - 64,3971.0,1853,2118
0616,65 - 69,3784.0,1727,2057
0616,70 - 74,2880.0,1248,1632
0616,75 - 79,1613.0,631,982
0616,80 - 84,1238.0,426,812
0616,85 i więcej,1262.0,335,927
0617,0 - 4,3194.0,1649,1545
0617,5 - 9,3267.0,1644,1623
0617,10 - 14,3734.0,1902,1832
0617,15 - 19,3363.0,1764,1599
0617,20 - 24,3503.0,1755,1748
0617,25 - 29,4087.0,2059,2028
0617,30 - 34,4868.0,2519,2349
0617,35 - 39,5688.0,2900,2788
0617,40 - 44,5809.0,2934,2875
0617,45 - 49,5209.0,2646,2563
0617,50 - 54,4438.0,2218,2220
0617,55 - 59,4257.0,2090,2167
0617,60 - 64,4870.0,2270,2600
0617,65 - 69,4964.0,2161,2803
0617,70 - 74,3984.0,1609,2375
0617,75 - 79,2512.0,963,1549
0617,80 - 84,1800.0,628,1172
0617,85 i więcej,1634.0,472,1162
0618,0 - 4,3045.0,1589,1456
0618,5 - 9,3556.0,1762,1794
0618,10 - 14,4169.0,2145,2024
0618,15 - 19,3916.0,2027,1889
0618,20 - 24,4698.0,2406,2292
0618,25 - 29,5822.0,3053,2769
0618,30 - 34,5553.0,3004,2549
0618,35 - 39,6352.0,3334,3018
0618,40 - 44,6056.0,3174,2882
0618,45 - 49,5645.0,2895,2750
0618,50 - 54,5108.0,2542,2566
0618,55 - 59,5490.0,2818,2672
0618,60 - 64,5933.0,2969,2964
0618,65 - 69,5295.0,2488,2807
0618,70 - 74,4095.0,1734,2361
0618,75 - 79,2406.0,910,1496
0618,80 - 84,2119.0,655,1464
0618,85 i więcej,2092.0,515,1577
0619,0 - 4,1641.0,860,781
0619,5 - 9,1825.0,983,842
0619,10 - 14,2026.0,1049,977
0619,15 - 19,1780.0,941,839
0619,20 - 24,2084.0,1056,1028
0619,25 - 29,2567.0,1333,1234
0619,30 - 34,2627.0,1432,1195
0619,35 - 39,2931.0,1551,1380
0619,40 - 44,2789.0,1447,1342
0619,45 - 49,2651.0,1370,1281
0619,50 - 54,2342.0,1168,1174
0619,55 - 59,2476.0,1258,1218
0619,60 - 64,2674.0,1297,1377
0619,65 - 69,2634.0,1189,1445
0619,70 - 74,2069.0,873,1196
0619,75 - 79,1002.0,393,609
0619,80 - 84,805.0,239,566
0619,85 i więcej,828.0,196,632
0620,0 - 4,4171.0,2115,2056
0620,5 - 9,4383.0,2257,2126
0620,10 - 14,5589.0,2889,2700
0620,15 - 19,5400.0,2769,2631
0620,20 - 24,6425.0,3271,3154
0620,25 - 29,7733.0,4021,3712
0620,30 - 34,7336.0,3898,3438
0620,35 - 39,7971.0,4184,3787
0620,40 - 44,7596.0,3971,3625
0620,45 - 49,7372.0,3801,3571
0620,50 - 54,6854.0,3490,3364
0620,55 - 59,6935.0,3503,3432
0620,60 - 64,7190.0,3649,3541
0620,65 - 69,6311.0,3052,3259
0620,70 - 74,4932.0,2057,2875
0620,75 - 79,3085.0,1148,1937
0620,80 - 84,2614.0,861,1753
0620,85 i więcej,2878.0,731,2147
0861,0 - 4,5632.0,2859,2773
0861,5 - 9,5919.0,3051,2868
0861,10 - 14,6410.0,3308,3102
0861,15 - 19,5759.0,3007,2752
0861,20 - 24,5292.0,2714,2578
0861,25 - 29,6159.0,3161,2998
0861,30 - 34,8498.0,4218,4280
0861,35 - 39,10644.0,5361,5283
0861,40 - 44,10575.0,5173,5402
0861,45 - 49,8774.0,4343,4431
0861,50 - 54,7022.0,3447,3575
0861,55 - 59,6777.0,3269,3508
0861,60 - 64,8705.0,3911,4794
0861,65 - 69,9459.0,3946,5513
0861,70 - 74,7595.0,3155,4440
0861,75 - 79,3422.0,1254,2168
0861,80 - 84,2662.0,892,1770
0861,85 i więcej,2410.0,650,1760
0862,0 - 4,6832.0,3547,3285
0862,5 - 9,7161.0,3634,3527
0862,10 - 14,7444.0,3796,3648
0862,15 - 19,6584.0,3259,3325
0862,20 - 24,5823.0,2885,2938
0862,25 - 29,7206.0,3627,3579
0862,30 - 34,9572.0,4745,4827
0862,35 - 39,13002.0,6416,6586
0862,40 - 44,12716.0,6286,6430
0862,45 - 49,10593.0,5272,5321
0862,50 - 54,7697.0,3756,3941
0862,55 - 59,7669.0,3666,4003
